DISPLAY_NAME,TYPE,work_count
German National Academy of Sciences Leopoldina,other,119
Institute for Economic Education,nonprofit,119
Federal Ministry of Defence,government,119
Bayerisches Landesamt für Denkmalpflege,government,119
SUSS MicroTec (Germany),company,119
Forschungsgemeinschaft Werkzeuge und Werkstoffe,nonprofit,119
Corrected Electron Optical Systems (Germany),company,118
Deutsche Lepra- und Tuberkulosehilfe,nonprofit,118
Baker Hughes (Germany),company,118
Biolog Life Science Institute,company,118
Institut für Zuckerrübenforschung,facility,118
Rachel Carson Center for Environment and Society,funder,118
Medprevent Ottobrunn,healthcare,118
Koenig & Bauer (Germany),company,118
GTT-Technologies (Germany),company,118
Berufsgenossenschaft Rohstoffe und chemische Industrie,other,117
Curculio Institute,education,117
IU International University of Applied Sciences,education,117
Institut für Dünnschichttechnologie und Mikrosensorik,nonprofit,117
University of Applied Sciences for Media Communication and Business,education,117
3D-Micromac (Germany),company,117
Diamed Medizintechnik (Germany),company,116
Biomax Informatics (Germany),company,116
Krankenhaus Jerusalem,healthcare,116
Theologische Fakultät Paderborn,education,116
Total (Germany),company,115
University of Applied Sciences - Public Administration and Finance Ludwigsburg,education,115
Wilhelm Büchner Hochschule,education,115
LuK Lamellen und Kupplungsbau (Germany),company,115
Diakovere,nonprofit,115
Panasonic (Germany),company,115
Luisenhospital Aachen,healthcare,115
Denso (Germany),company,115
TE Connectivity (Germany),company,114
Molecular Microbiology and Genomics Consultants (Germany),company,114
Institute of Science and Ethics,facility,114
Novel (Germany),company,114
George Huntington Institute,healthcare,114
Brooks Automation (Germany),company,114
BSH Hausgeräte (Germany),funder,114
Lower Saxony State Museum,archive,113
PNDetector (Germany),company,113
Translationale Onkologie an der Universitätsmedizin der Johannes Gutenberg-Universität Mainz,nonprofit,113
Inter 3,facility,113
Institut für angewandte Arbeitswissenschaft,facility,113
LightTrans (Germany),company,113
Texas Instruments (Germany),company,113
Waldburg-Zeil Kliniken,healthcare,112
Federal Ministry of Food and Agriculture,government,112
Dr. Brill + Dr. Steinmann (Germany),company,112
Gottfried-Wilhelm-Leibniz-Gesellschaft,facility,112
Biolitec (Germany),company,112
Institut für Rundfunktechnik,facility,112
"Praxisklinik für Orthopädie, Unfall- und Neurochirurgie",healthcare,112
Salus Klinik,healthcare,112
German Inflammatory Bowel Diseases Study Group,other,112
Fachhochschule des Mittelstands,education,112
Ingenium (Germany),company,112
Bernstein Center for Computational Neuroscience Heidelberg-Mannheim,government,111
Klinik und Poliklinik für Augenheilkunde am Universitätsklinikum Carl Gustav Carus,healthcare,111
MedCom,company,111
Rheinmetall (Germany),company,111
Stihl (Germany),company,111
Deutsche Akademie für Kinder- und Jugendmedizin,other,111
ABX-CRO Advanced Pharmaceutical Services (Germany),company,111
SCHWIND eye-tech-solutions (Germany),company,110
Bundeswehr Joint Medical Service,healthcare,110
Federal Ministry of the Interior,government,110
Universitätsklinik für Stereotaktische Neurochirurgie,healthcare,109
BorgWarner (Germany),company,109
European Institute For Research and Strategic Studies In Telecommunications,company,109
Gesellschaft für Fertigungstechnik und Entwicklung,other,109
Klinik für Neuropädiatrie und Muskelerkrankungen,healthcare,109
Atlas Elektronik (Germany),company,109
TWT GmbH Science & Innovation (Germany),company,109
AiCuris (Germany),funder,109
TRW Automotive (Germany),company,108
Holoeye Photonics (Germany),company,108
Digital Equipment (Germany),company,108
Institut für Chemo- und Biosensorik,facility,108
Semikron (Germany),company,108
Sick (Germany),company,108
EBC Hochschule,education,108
Phoenix Contact (Germany),company,107
Neanderthal Museum,archive,107
Fujitsu (Germany),company,107
Haut- und Lasercentrum Potsdam,nonprofit,107
Schwetzingen Technical Institute & Graduate Court Registrars' College,education,107
Park-Klinik Birkenwerder,healthcare,107
German Society of Medical Intensive Care and Emergency Medicine,other,106
Institute for Research Information and Quality Assurance,facility,106
German Cardiac Society,other,106
Dorma (Germany),company,106
Smart Material (Germany),company,106
MBN Research Center,facility,106
Evangelische Hochschule Ludwigsburg,education,106
Neurologisches Rehabilitationszentrum Leipzig,healthcare,106
Günter-Köhler-Institut für Fügetechnik und Werkstoffprüfung,facility,106
EMC Microcollections (Germany),company,105
Forschungsinstitut für Wärmeschutz München,facility,105
Bayerisches Landeskriminalamt,government,105
Generic Assays (Germany),company,105
DNV (Germany),company,105
ArcelorMittal (Germany),company,105
Chemnitzer Werkstoffmechanik GmbH (Germany),company,104
Niedersächsisches Landesamt für Denkmalpflege,government,104
Philip Morris International (Germany),company,104
Munich Security Conference,nonprofit,104
Sächsisches Textilforschungsinstitut,nonprofit,104
Helios Klinik Kipfenberg,healthcare,103
Medac (Germany),funder,103
Leibniz Institute for the History and Culture of Eastern Europe (GWZO),other,103
Climate Risk Analysis (Germany),company,102
Essilor (Germany),company,102
iThera Medical (Germany),company,102
Deutsche Börse (Germany),company,102
"Senatsverwaltung für Gesundheit, Pflege und Gleichstellung",government,102
Inamed,other,102
Life Science Center Düsseldorf (Germany),company,101
Microfluidic ChipShop (Germany),company,100
Landesuntersuchungsanstalt Sachsen,government,100
Deutsche Welle,other,100
Allensbach University,education,100
Cologne University of Music,education,100
Schön Klinik München Schwabing,healthcare,100
Genotype (Germany),company,100
Schunk (Germany),company,100
Beethoven-Haus Bonn,archive,99
Forschungsgemeinschaft für elektrische Anlagen und Stromwirtschaft,facility,99
AOK,healthcare,99
Industrial Solar (Germany),company,99
Herder Institute,facility,99
Kliniken des Bezirks Oberbayern,healthcare,98
Gesellschaft für Materialforschung und Prüfungsanstalt für das Bauwesen (Germany),company,98
Innovationszentrum für Mobilität und Gesellschaftlichen Wandel (Germany),company,98
BDH-Klinik Elzach,healthcare,98
Institute for Social Innovation,facility,98
Institute for Resource Efficiency and Energy Strategies,facility,98
Education and Training Service for Hamburg Businesses,education,98
Paracelsus-Harz-Klinik Bad Suderode,healthcare,97
University of Music FRANZ LISZT Weimar,education,97
SEW Eurodrive (Germany),company,97
Parker Hannifin (Germany),company,97
Epilepsiezentrum Kleinwachau Gemeinnützige,healthcare,97
Institut für Versorgungsforschung in der Onkologie,facility,96
Fraunhofer Research Institution for Energy Infrastructures and Geotechnologies IEG,facility,96
Photonik-Zentrum Kaiserslautern,facility,96
Institute for Cultural Inquiry,nonprofit,96
Continental Emitec (Germany),company,96
ClinAssess (Germany),company,96
Stryker (Germany),company,96
WWF Germany,nonprofit,96
Naturstoff-Technik (Germany),company,96
Grimm Aerosol Technik (Germany),company,95
Halle Zoo,archive,95
Forschungsinstitut für Leder und Kunststoffbahnen,facility,95
Hensoldt (Germany),company,95
Federal Ministry of Transport and Digital Infrastructure,government,95
Berliner Nanotest und Design,company,95
Tenneco (Germany),company,95
CemeCon (Germany),company,94
Deutsche Ophthalmologische Gesellschaft,other,94
Vattenfall (Germany),company,94
British American Tobacco (Germany),company,94
Regio Kliniken,healthcare,94
Nature And Biodiversity Conservation Union,nonprofit,94
St. Remigius Krankenhaus Opladen,healthcare,94
Institute for Innovative Process Engineering,nonprofit,94
Federal Ministry of Economic Cooperation and Development,government,94
Chemisches und Veterinäruntersuchungsamt Münsterland-Emscher-Lippe,other,94
SocraTec R&D (Germany),company,93
Alacris (Germany),company,93
Apogenix (Germany),company,93
Sine Institute,nonprofit,93
Hermann-Josef-Krankenhaus Erkelenz,healthcare,93
Sana Kliniken Leipziger Land,healthcare,92
Vinzenzkrankenhaus Hannover,healthcare,92
Monasterium Laboratory Skin & Hair Research Solutions (Germany),company,92
HeidelbergCement (Germany),company,92
Zentrallaboratorium Deutscher Apotheker,facility,92
Hamburg Wasser (Germany),company,92
TechnipFMC (Germany),company,92
Landwirtschaftskammer Nordrhein-Westfalen,other,92
Schreiner Group (Germany),company,92
DataCite,nonprofit,91
Grosskraftwerk Mannheim (Germany),company,91
The Expert Council of German Foundations on Integration and Migration,government,91
Wittenstein (Germany),company,91
"Zentrum für Zahn-, Mund- und Kieferheilkunde Poliklinik für Zahnerhaltung und Parodontologie",healthcare,91
Katholisches Krankenhaus St. Johann Nepomuk,healthcare,91
Landesamt für Kultur und Denkmalpflege Mecklenburg-Vorpommern,government,91
Raith (Germany),company,90
Hartmann Group (Germany),company,90
Stadtwerke Straubing (Germany),company,90
Getrag (Germany),company,90
Poliklinik für Präventive Zahnheilkunde und Kinderzahnheilkunde,healthcare,90
Onkozentrum Dresden,healthcare,90
Allgemeiner Deutscher Automobil Club,other,90
Voestalpine (Germany),company,90
Escrypt (Germany),company,90
Saint-Gobain (Germany),company,90
Hessian Ministry for Social Affairs and Integration,government,89
Institute of Early Childhood Research,education,89
Dr. Becker Rhein-Sieg Clinic,healthcare,89
MPDV Mikrolab (Germany),company,88
Institut für Bahntechnik (Germany),company,88
Klinik Friedenweiler,healthcare,88
Institut für Forschung und Transfer,other,88
Foerster (Germany),company,88
Heidelberg Engineering (Germany),funder,88
Karlshochschule International University,education,88
Biogen (Germany),company,88
KraussMaffei (Germany),company,88
Gilead Sciences (Germany),company,88
Vifor Pharma (Germany),company,87
PreSens Precision Sensing (Germany),company,87
German Doctors,nonprofit,87
Verbundzentrale des GBV,other,87
European Association for the Study of Diabetes,nonprofit,87
Silicon Radar (Germany),company,87
ALK-Abelló (Germany),company,87
ICLEI - Local Governments for Sustainability,nonprofit,87
MUC Research (Germany),company,86
Amedes Genetics (Germany),company,86
Lundbeck (Germany),company,86
Dassault Systèmes (Germany),company,85
Deutsche Hochschule für Prävention und Gesundheitsmanagement,education,85
Harmonic Drive (Germany),company,85
Lohmann (Germany),company,85
STEAG (Germany),company,85
Dialogik (Germany),nonprofit,85
Molecular Networks (Germany),company,85
Brose Fahrzeugteile (Germany),company,85
Bayerische Landesanstalt für Weinbau und Gartenbau,facility,85
CAS Software (Germany),company,84
ProteoSys (Germany),company,84
European Severe Storms Laboratory,nonprofit,84
Federal Office for Migration and Refugees,government,84
Schenck Process (Germany),company,84
Schüßler-Plan (Germany),company,84
TomTom (Germany),company,84
Adidas (Germany),company,84
Nord-Ostdeutsche Gesellschaft für Gynäkologische Onkologie,nonprofit,84
Ministerium für Soziales und Integration Baden-Württemberg,government,84
Mediadesign Hochschule für Design und Informatik,education,84
Benteler (Germany),funder,84
Bundesamt für Bauwesen und Raumordnung,government,83
Ivoclar Vivadent (Germany),company,83
Joachim Herz Stiftung,nonprofit,83
Oel-Waerme-Institut,facility,83
Federal Office for the Safety of Nuclear Waste Management,government,83
St. Mauritius Therapieklinik,healthcare,83
Saarstahl (Germany),company,83
Katholisches Klinikum Essen,healthcare,83
Nielsen (Germany),company,83
ARL – Academy for Territorial Development in the Leibniz Association,facility,83
IB Hochschule,education,83
"Institut für Arbeitsmedizin, Sicherheitstechnik und Ergonomie",nonprofit,83
International Paralympic Committee,nonprofit,83
Körber Foundation,nonprofit,82
Berlin Zoological Garden,archive,82
Ibeo Automotive Systems (Germany),company,82
Kardiologie Frankfurt-Sachsenhausen,healthcare,82
Regionalverbund kirchlicher Krankenhäuser,healthcare,82
InfraTec (Germany),company,82
Optikron (Germany),company,82
Technologiezentrum Halbleitermaterialien,facility,81
Q-Cells (Germany),company,81
ISG Institute for Social Research,facility,81
LISA laser products (Germany),company,81
Regio (Germany),company,81
Braunschweig University of Art,education,81
Fachhochschule der Diakonie,education,81
Institute for Materials Testing and Materials Technology Dr. Neubert,facility,81
Hochschule für Polizei Baden-Württemberg,education,81
Institut für Geologie und Umwelt (Germany),company,80
Evangelische Stiftung Volmarstein,education,80
Endress Hauser Messtechnik (Germany),company,80
TransMIT (Germany),company,80
Tierärztliche Praxis für Neurologie,healthcare,79
NanoTemper Technologies (Germany),company,79
v. Bodelschwing Foundation Bethel,other,79
BSP Business & Law School – Hochschule für Management und Recht,education,79
Navigant (Germany),company,79
Deutsche Bundesstiftung Umwelt,other,79
Deutsches Schiffahrtsmuseum,archive,79
IMC Information Multimedia Communication (Germany),company,79
Disco (Germany),company,79
Institute of Inland Fisheries in Potsdam-Sacrow,facility,79
Research Center for Energy Economics,facility,79
Institut für Angewandte Zellkultur (Germany),company,79
MicroDiscovery (Germany),company,78
Deutsche Messe (Germany),company,78
TES Electronic Solutions (Germany),company,78
Institute for Environmental Studies Weibel & Ness (Germany),company,78
Postnova Analytics (Germany),company,78
SimPlan (Germany),company,78
Lausitzer Seenland Klinikum,healthcare,78
St. Vinzenz Kliniken Pfronten im Allgäu,healthcare,78
University of Applied Sciences Kehl,education,78
Lipidomix (Germany),company,78
Center for Art and Media Karlsruhe,education,78
Südwestrundfunk (Germany),company,77
German Liver Foundation,facility,77
Pascoe (Germany),company,77
FMP Technology (Germany),company,77
ElringKlinger (Germany),company,77
Repha (Germany),company,77
Engineering Service Center und Handel (Germany),company,77
Landesamt für Archäologie Sachsen,archive,77
Textilforschungsinstitut Thüringen-Vogtland,facility,77
Ethnological Museum,archive,77
JPT Peptide Technologies (Germany),company,77
Gesundes Kinzigtal (Germany),company,77
BioConsult SH (Germany),company,77
German Foreign Trade and Transport Academy,education,77
Heidelberger Druckmaschinen (Germany),company,77
Fabes Forschungs (Germany),company,77
European Transonic Windtunnel (Germany),company,76
Oracle (Germany),company,76
Verbund Katholischer Kliniken Düsseldorf,healthcare,76
Ramboll (Germany),company,76
Ökopol (Germany),company,76
NewClimate Institute,other,76
Zodiac Aerospace (Germany),company,76
"Sozialversicherung für Landwirtschaft, Forsten und Gartenbau",other,76
Von Ardenne (Germany),company,76
SGL Carbon (Germany),company,76
Museum für Naturkunde Chemnitz,archive,75
Vienna Vaccine Safety Initiative,nonprofit,75
Bundesdruckerei (Germany),company,75
Mathematical Research Institute of Oberwolfach,funder,75
Meyer Werft (Germany),company,75
Roland Mills United (Germany),company,75
Attocube Systems (Germany),company,75
Heidelberg Pharma (Germany),company,75
Varian Medical Systems (Germany),company,75
Federal Network Agency,other,74
Maschinenfabrik Reinhausen (Germany),company,74
Federal Mogul (Germany),company,74
Hannoversche Informationstechnologien (Germany),company,74
Institut für Sächsische Geschichte und Volkskunde,facility,74
Apogepha Arzneimittel (Germany),company,74
Arbeitsgemeinschaft Dermatologische Onkologie,healthcare,74
Hochschul Informations System,nonprofit,73
Experimental Factory Magdeburg,facility,73
Chemisches und Veterinäruntersuchungsamt Ostwestfalen-Lippe,government,73
LifeGlimmer (Germany),company,73
Nestlé (Germany),company,73
Alstom (Germany),company,73
Fraunhofer Research Institution for Additive Manufacturing Technologies IAPT,facility,73
Institut für Nachhaltiges Management,education,73
Versuchs- und Lehranstalt für Brauerei in Berlin,other,73
Vaillant (Germany),company,73
Kirchliche Hochschule Wuppertal,healthcare,72
MVV Energie (Germany),company,72
Max Grundig Klinik,healthcare,72
Rheinhessen-Fachklinik Mainz,healthcare,72
European Centre for Community Education,education,72
Dynavax Technologies (Germany),company,72
Klöckner (Germany),company,72
Adelphi Research,nonprofit,72
Gene Bridges (Germany),funder,71
FastOpt (Germany),company,71
Bremer Umweltinstitut,nonprofit,71
Juno Therapeutics (Germany),company,71
Bundesdeutsche Arbeitsgemeinschaft für Veränderliche Sterne,other,71
Fraport (Germany),company,71
Women‘s Healthcare Group,healthcare,71
Softing (Germany),company,71
International Performance Research Institute,nonprofit,71
Research Institute for Telecommunication Cooperation,government,71
Staatliche Hochschule für Gestaltung Karlsruhe,education,70
SMS Siemag (Germany),company,70
BioTeSys (Germany),company,70
German-Israeli Cooperation,nonprofit,70
Institut für Innovative Technologien (Germany),company,70
Anstalt für Verbrennungskraftmaschinen List (Germany),company,70
Saxon Police Force,education,70
Fluid Operations (Germany),company,70
Archäologisches Landesmuseum Baden-Württemberg,archive,69
Kennametal (Germany),company,69
Mediri (Germany),company,69
Kreiskrankenhaus Emmendingen,healthcare,69
Klinik Rosenberg,healthcare,69
Sunstar (Germany),company,69
SRH Fernhochschule Riedlingen,education,69
Institut für Pflanzenkultur (Germany),company,69
Planetarium Bochum,archive,69
"University Clinic for Nephrology and Hypertension, Diabetology and Endocrinology",healthcare,69
Cynora (Germany),company,69
Deutsches Institut für Tropische und Subtropische Landwirtschaft,facility,69
Kerkhoff Consulting (Germany),company,69
Oerlikon (Germany),company,69
Technology Transfer Center Bremerhaven,facility,69
P-D Refractories (Germany),company,68
Zentrum für Rationelle Energieanwendung und Umwelt (Germany),company,68
Federal Office of Civil protection and Disaster Assistance,government,68
Sinus Markt- und Sozialforschung (Germany),company,68
"Federal Ministry for Family Affairs, Senior Citizens, Women and Youth",government,67
"Niedersächsisches Landesamt für Soziales, Jugend und Familie",government,67
Generaldirektion Kulturelles Erbe Rheinland-Pfalz,government,67
Rückenzentrum am Michel,healthcare,67
Klassik Stiftung Weimar,other,67
Sulzer (Germany),company,67
Wilhelm Löhe University for Applied Sciences,education,67
LETI Pharma (Germany),company,67
SRH Fernhochschule – The Mobile University,education,66
Allergan (Germany),funder,66
Teva Pharmaceuticals (Germany),company,66
Weidmüller (Germany),company,66
Ev. Diakonissenkrankenhaus Leipzig,healthcare,66
Medico-Academic Consultings (Germany),company,66
Hochschule für den öffentlichen Dienst in Bayern,education,66
Carmeq (Germany),company,66
Center for Evaluation and Development,nonprofit,66
Immunomedics (Germany),company,65
Deutsche Bundespost,government,65
Stadtwerke Offenbach (Germany),company,65
Cadence Design Systems (Germany),company,65
European Forest Institute,other,65
Arri (Germany),company,65
Institut für Nachhaltige Landbewirtschaftung (Germany),company,65
Sachtleben Bergbau (Germany),company,65
Polymer Standards Service (Germany),company,65
Complexity and Topology in Quantum Matter,facility,65
Institut für Zukunftsstudien und Technologiebewertung,nonprofit,65
European Center for Information and Communication Technologies,other,65
Miele (Germany),company,65
Institut für Gebirgsmechanik (Germany),company,65
Medizinische Akademie Erfurt,education,65
Ribocon (Germany),company,65
Heliatek (Germany),company,65
Oncoscience (Germany),company,65
OmniVision (Germany),company,65
German Institute for Cell and Tissue Replacement,facility,64
Drees & Sommer (Germany),company,64
Eisenmann (Germany),company,64
atesio (Germany),company,64
CSL (Germany),company,64
Reiss Engelhorn Museum,archive,64
Hessische Hochschule für Polizei und Verwaltung,education,64
Conaris,facility,64
Zahnklinik Bochum,healthcare,64
Center for Psychobiology and Behavioral Medicine,education,64
Zentrum für Innovation und Technik in Nordrhein-Westfalen,company,64
AXO Dresden (Germany),company,63
European Alliance Against Depression,nonprofit,63
Gerda Henkel Foundation,nonprofit,63
Element Six (Germany),company,63
PerkinElmer (Germany),company,63
TDK-EPC (Germany),company,63
OBERMEYER Planen + Beraten (Germany),company,63
Faseroptische Systeme Messtechnik (Germany),company,63
Winghofer Medicum,healthcare,63
TriaGnoSys (Germany),company,63
Ameos Klinikum Inntal,healthcare,63
Precitec (Germany),company,63
Papiertechnische Stiftung,nonprofit,63
Angewandte Micro Messtechnik (Germany),company,63
Bundesverband Kalksandsteinindustrie,nonprofit,63
Institute for Applied Soil Biology,facility,63
Yara (Germany),company,63
Bifa Umweltinstitut,other,63
Lohmann & Rauscher (Germany),company,63
Baden State Library,archive,63
SymbioPharm (Germany),company,62
Karl Storz (Germany),company,62
Ipsen (Germany),company,62
Hochschule Weserbergland,education,62
Industrial & Marine Service (Germany),company,62
DRK Kamillus Klinik,healthcare,62
GeneXplain (Germany),company,62
Therapiezentrum Burgau,healthcare,62
"Centre for Applied Psychology, Environmental and Social Research",other,62
KRH Klinikum Agnes Karll Laatzen,healthcare,61
52°North Spatial Information Research,company,61
German Cancer Aid,nonprofit,61
Staats- und Universitätsbibliothek Hamburg,archive,61
Teamtechnik (Germany),company,61
WIP - Renewable Energies,facility,61
Syneos Health (Germany),company,61
Institut für Getreideverarbeitung (Germany),company,61
Deutsche PalliativStiftung,other,61
FKuR Kunststoff (Germany),company,61
Glycotope (Germany),company,61
GATC Biotech (Germany),company,61
AlzChem (Germany),company,61
Sensor-Technik Wiedemann (Germany),company,61
Forschungsinstitut Betriebliche Bildung,nonprofit,60
Motorola (Germany),company,60
Ardeypharm (Germany),company,60
MacGregor (Germany),company,60
Fachverband SAPV Hessen,healthcare,60
Hamburg Port Consulting (Germany),company,60
Symtavision (Germany),company,60
Dresdner Grundwasserforschungszentrum,nonprofit,60
Claas (Germany),company,60
Grace (Germany),company,60
Berlin Central and Regional Library,archive,60
RUAG (Germany),company,60
Active Fiber Systems (Germany),company,60
Frauenklinik an der Elbe,healthcare,59
DRK Landesverband Rheinland-Pfalz,healthcare,59
Saaten Union (Germany),company,59
Toshiba (Germany),company,59
Micro Systems Engineering (Germany),company,59
Elmos Semiconductor (Germany),company,59
Ludwig-Bölkow-Systemtechnik,other,59
Krüger (Germany),company,59
International Max Planck Research School for Advanced Methods in Process and Systems Engineering,education,59
Ineos (Germany),company,59
ALD Vacuum Technologies (Germany),company,59
Hochtief (Germany),company,59
PXBioVisioN (Germany),company,59
Danone (Germany),company,59
Evangelische Hochschule für Soziale Arbeit & Diakonie,education,58
Marienhospital Arnsberg,healthcare,58
Fritz Thyssen Foundation,nonprofit,58
Schmerzmedizin Berlin,healthcare,58
Institut für Assistenzsysteme und Qualifizierung,facility,58
Forschungsinstitut für Bergbaufolgelandschaften,facility,58
Werlhof Institute,facility,57
Lucht Probst Associates (Germany),company,57
University of Applied Sciences Appollon,education,57
Bombardier (Germany),funder,57
Wilex (Germany),company,57
Merz (Germany),funder,57
Fraunhofer Information Center for Planning and Building,facility,57
Pfeiffer Vacuum (Germany),company,57
Tennet (Germany),company,56
Teles (Germany),company,56
Institute for Small Business Economics,facility,56
Reference Institute for Bioanalytics,nonprofit,56
Exide Technologies (Germany),company,56
Institut für Instandhaltung und Korrosionsschutztechnik,facility,56
Großmann Ingenieur Consult (Germany),company,56
c-LEcta (Germany),company,56
Karl Schlecht Stiftung,nonprofit,56
Noack Laboratorien (Germany),company,56
Infraserv (Germany),company,56
University of Music and Theatre Leipzig,education,56
Zentrum für Psychotherapie Wiesbaden,healthcare,56
"Landesamt für Landwirtschaft, Lebensmittelsicherheit und Fischerei",facility,56
Friedrich-Wilhelm-Bessel-Institut Forschungsgesellschaft,facility,56
Wölfel (Germany),company,56
Kunstakademie Düsseldorf,education,56
Fliedner Fachhochschule Düsseldorf,education,56
Schloss Dagstuhl – Leibniz Center for Informatics,facility,55
Few Chemicals (Germany),company,55
Plasmatreat (Germany),company,55
EBZ Business School,education,55
Biobyte Solutions (Germany),company,55
Silence Therapeutics (Germany),company,55
Laserline (Germany),company,55
Hochschule der Polizei des Landes Brandenburg,education,55
Prognos (Germany),company,55
Hochschule für Musik Dresden,education,55
"Hochschule für Gesundheit & Sport, Technik & Kunst",education,55
Bavarian Broadcasting,other,55
Max Planck Institute for Security and Privacy,facility,55
Diploma Hochschule,education,55
Norddeutsche Pflanzenzucht Hans-Georg Lembke (Germany),company,55
Daimler Center for Automotive Information Technology Innovations,facility,55
Dantec Dynamics (Germany),company,55
University of Applied Management Studies,education,55
Ottobock (Germany),company,55
Vinzenz Pallotti Hospital Bensberg,healthcare,55
Surflay Nanotec (Germany),company,54
Frankfurt University of Music and Performing Arts,education,54
German Institute for Disaster Medicine,other,54
AKAD University,education,54
Institute for Enterprise Systems,other,54
Netzsch (Germany),company,54
Derma Consult (Germany),company,54
Deutsche Stiftung für Chronisch Kranke,nonprofit,54
von Hoerner & Sulger (Germany),company,54
Diamond Materials (Germany),company,54
MetrioPharm (Germany),company,53
Head Genuit Stiftung,other,53
Publicis Groupe (Germany),company,53
ResMed (Germany),company,53
Academy of Arts,archive,53
Pallas (Germany),company,53
Institut für Finanzdienstleistungen,nonprofit,53
Schlumberger (Germany),company,53
Max Planck Graduate Center,facility,53
German Trade Union Confederation,other,53
Winkhaus (Germany),company,53
HSD Hochschule Döpfer,education,53
Verein zur Förderung Agrar- und Stadtökologischer Projekte,other,53
Fachinstitut für Informatik und Grafikdesign,education,53
Eilenburger Elektrolyse - und Umwelttechnik (Germany),company,53
Liebherr (Germany),company,52
PARI (Germany),company,52
Thuringian Institute of Sustainability and Climate Protection (Germany),company,52
Aachener Centrum für Technologietransfer in der Ophthalmologie,nonprofit,52
Poliklinik für Zahnärztliche Prothetik und Werkstoffkunde,healthcare,52
Heel (Germany),company,52
Excellence Cluster Origins,facility,52
Novaliq (Germany),company,52
Basys (Germany),company,52
Nuvisan (Germany),company,52
Optics Balzers (Germany),company,52
Paracelsus-Klinik Golzheim Düsseldorf,healthcare,52
Deutsche Energy Agency (Germany),company,52
Deutsche WindGuard (Germany),company,52
Ingenieurgesellschaft für Zuverlässigkeit und Prozessmodellierung (Germany),company,52
Viessmann (Germany),company,52
University of the Arts Bremen,education,51
Hyundai Motors (Germany),company,51
Otsuka (Germany),company,51
SensoMotoric Instruments (Germany),company,51
Azur Space Solar Power,company,51
Deutsches Krankenhaus Institut,other,51
Dresden Elektronik Ingenieurtechnik (Germany),company,51
Therapiezentrum Harburg,healthcare,51
bbw University of Applied Sciences,education,51
Sysmex (Germany),company,51
Augustana-Hochschule Neuendettelsau,education,51
Serviceplan (Germany),company,51
Westfalen-Kolleg,education,51
Gollwitzer-Meier-Klinik,healthcare,51
Rockwell Automation (Germany),company,51
Dynamic Biosensors (Germany),company,50
Biofrontera (Germany),company,50
Sächsisches Krankenhaus Rodewisch,healthcare,50
Danfoss (Germany),company,50
Institut für Krankenhaushygiene & Infektionsprävention,healthcare,50
Astellas Pharma (Germany),company,50
VITA (Germany),company,50
"Krankenhaus Neuwerk \""Maria von den Aposteln\",healthcare,50
Infas Institut für Angewandte Sozialwissenschaft (Germany),company,50
Doduco (Germany),company,50
Cellex Cell Professionals (Germany),company,50
Merz Akademie,education,50
SRH Hochschule der Populären Künste,education,50
Michalski Huettermann and Partner,other,50
Ballard Power Systems (Germany),company,50
Barkhausen Institut,facility,50
Cooperative Clinical Drug Research and Development,education,50
Dresden State Art Collections,archive,49
TÜV Nord (Germany),company,49
ebm-papst,company,49
Institut für Europäische Politik,nonprofit,49
EFD Induction (Germany),company,49
Compart (Germany),company,49
GAIA (Germany),company,49
d-fine (Germany),company,49
Stadtwerke München (Germany),company,49
Gesellschaft für Mikroelektronikanwendung Chemnitz (Germany),company,49
Institut für Bauwerkserhaltung und Sanierung (Germany),company,49
Asklepios Orthopädische Klinik Lindenlohe,healthcare,49
BioTez (Germany),company,49
Schauenburg (Germany),company,49
"Association for Supply Chain Management, Procurement and Logistics",other,49
GenISys (Germany),company,49
Horiba (Germany),company,48
Peace Research and European Security Studies,other,48
Rentschler Biopharma (Germany),company,48
Expedeon (Germany),company,48
BioCer Entwicklungs (Germany),company,48
Collaborating Centre on Sustainable Consumption and Production,nonprofit,48
Spiekermann and Wegener,facility,48
Air Liquide (Germany),company,48
MEDIAN Klaus-Miehlke-Klinik Wiesbaden,healthcare,48
Robert Schumann University of Music and Media,education,48
New Valve Technology (Germany),company,48
SMA Solar Technology (Germany),company,48
Philosophisch-Theologische Hochschule Münster,education,48
Iteratec (Germany),company,48
Albertus-Magnus-Institut,archive,48
Archdiocese of Cologne,other,48
Gesellschaft für Nuklear Service (Germany),company,47
Fachklinik für Neurologie Dietenbronn,healthcare,47
"Ministerium für Arbeit, Gesundheit und Soziales des Landes Nordrhein-Westfalen",government,47
Labor Pachmann,healthcare,47
Hochschule für Musik und Theater München,education,47
Ecolab (Germany),company,47
Energiewerke Nord (Germany),company,47
Landesgewerbeanstalt Bayern (Germany),company,47
Saxon Institute for Applied Biotechnology,facility,47
"The Bavarian Ministry of the Interior, for Building and Transport",government,47
Institute for Technical and Scientific Hydrology (Germany),company,47
Nordex (Germany),company,47
Five Continents Museum,archive,47
Berlin Graduate School for Transnational Studies,other,47
Stadtwerke Köln (Germany),company,47
"Krankenhaus Lübbecke-Rahden, Universitätsklinik für Psychiatrie und Psychotherapie",healthcare,47
Putzier Oberflächentechnik (Germany),company,47
Meyer Burger Technology (Germany),company,47
Scienion (Germany),company,47
Energy & Meteo Systems (Germany),company,47
"Research Institute for Work, Technology and Culture",nonprofit,47
Sorbian Institute,archive,47
