DISPLAY_NAME,TYPE,work_count
EControl-Glas (Germany),company,3
Irion and Junker Projektmanagement,company,3
Geltz Umwelt-Technologie (Germany),company,3
An-Institut für Transfer und Weiterbildung,education,3
Advanced Medical Solutions (Germany),company,3
Control Union Academy,education,3
Karen Horney Institut,nonprofit,3
Döpfer Schulen Regensburg,education,3
CTA Observatory,facility,3
Tegut (Germany),company,3
TLS Technik Spezialpulver (Germany),company,3
Nordfriisk Instituut,other,3
Consulectra (Germany),company,3
Focke & Co (Germany),company,3
Deutsche Migräne- und Kopfschmerzgesellschaft,other,3
Institut Für Arbeits- und Baubetriebswissenschaft (Germany),company,3
Landesanstalt für Kommunikation,other,3
GeoMobile (Germany),company,3
Adolf Messer Foundation,nonprofit,3
Investitionsbank Sachsen-Anhalt,other,3
Institut für Soziale Infrastruktur,education,3
Institut für Bauphysik und Bauchemie (Germany),company,3
Technologiezentrum Dresden (Germany),company,3
Helm (Germany),company,3
Ensinger Mineral-Heilquellen (Germany),company,3
Feuerwehr Brühl,government,3
Institut für Site und Facility Management,facility,3
BABCOCK Industry & Power (Germany),company,3
MRK Systeme (Germany),company,3
Hessisches Kultusministerium,government,3
Leonardo Büro Sachsen Anhalt,other,3
European Association of National Metrology Institutes,nonprofit,3
Bibliothek des Wissenschaftsparks Albert Einstein,archive,3
Norgine (Germany),company,3
Columbia Shipmanagement (Germany),company,3
AOA Apparatebau Gauting (Germany),company,3
ZNS Hannelore Kohl Stiftung,nonprofit,3
Neoperl (Germany),company,3
Berlinische Galerie,archive,3
Claussen Simon Stiftung,nonprofit,3
Turbon (Germany),company,3
Development Bank of Saxony,other,3
Fachklinik Weinböhla,healthcare,3
FEIG Electronic (Germany),company,3
ifp Consulting (Germany),company,3
Süddeutsche Zuckerrübenverwertungs-Genossenschaft (Germany),company,3
Berkenhoff (Germany),company,3
Amryt Pharma (Germany),funder,3
Institut für Qualitätssicherung von Stoffsystemen Freiberg,facility,3
Institut Psychologie und Bedrohungsmanagement,facility,3
IDEA (Germany),company,3
Hugo Grotius,nonprofit,3
Forschungsvereinigung Elektrotechnik beim ZVEI,other,3
KVB Institut für Konstruktion und Verbundbauweisen,facility,3
Fachhochschule der Sächsischen Verwaltung Meißen,education,3
OAS (Germany),company,3
Kurz (Germany),company,3
Rhei­nisch-Ber­gi­sche Ver­lags­ge­sell­schaft,other,3
Hessian Ministry for Science and the Arts,government,2
Reckitt Benckiser (Germany),company,2
Thüringisches Hauptstaatsarchiv Weimar,archive,2
Kiwa (Germany),company,2
Manroland (Germany),company,2
Bayerisches Staatsinstitut für Hochschulforschung und Hochschulplanung,facility,2
mmb Institut,facility,2
OVM/ECH Consulting Engineers (Germany),company,2
Diakonie Baden,other,2
HIZ Berlin,healthcare,2
Thyssengas (Germany),company,2
Berlin Partner for Business and Technology,other,2
Mammendorf Insitute for Physics and Medicine,facility,2
Verein zur Förderung Innovativer Verfahren in der Logistik,other,2
Bundesverband mittelständische Wirtschaft,other,2
Praxiszentrum Orthopädie Unfallchirurgie Nordrhein,healthcare,2
Naturstiftung David,other,2
"Institut für Innovation, Transfer und Beratung",other,2
Energie-Anlagen Berlin,other,2
Hochschule für öffentliche Verwaltung Rheinland-Pfalz,education,2
Stollmann (Germany),company,2
Active Bio Life Science (Germany),company,2
Gustav Stresemann Institute,nonprofit,2
"Thüringer Ministerium für Wirtschaft, Wissenschaft und Digitale Gesellschaft",government,2
Baden State Museum,archive,2
"Fachhochschule für öffentliche Verwaltung, Polizei und Rechtspflege des Landes Mecklenburg-Vorpommern",education,2
German Foundation for World Population,nonprofit,2
Deutsche Gesellschaft für Neurogastroenterologie und Motilität,other,2
TriOS Mess und Datentechnik (Germany),company,2
Boehringer Ingelheim Fonds,nonprofit,2
German Council for Scientific Information Infrastructures,other,2
Truetzschler (Germany),company,2
"Institut für Nachhaltige, Innovative und Angewandte Systemtechnik (Germany)",company,2
German University Association of Advanced Graduate Training,education,2
FMB Feinwerk- und Messtechnik (Germany),company,2
Informationszentrum für Sexualität und Gesundheit,nonprofit,2
Fachklinik St. Marienstift Dammer Berge,healthcare,2
Alimera Sciences (Germany),company,2
Zigpos (Germany),company,2
Hochschule für Finanzen Rheinland Pfalz,education,2
Bundesverband Naturkost Naturwaren,other,2
Bundesverband IT-Mittelstand,other,2
Bundesverbandes Keramische Industrie (Germany),company,2
Hessischer Volkshochschulverband,other,2
International Commission on Non-Ionizing Radiation Protection,nonprofit,2
Institut für Sicherheitstechnik / Schiffssicherheit,nonprofit,2
Ikv++ Technologies (Germany),company,2
World Childhood Foundation,other,2
Dr. Hönle (Germany),company,2
National Association of German Cooperative Bank,other,2
German Academy for Aviation and Travel Medicine,nonprofit,2
Eifelklinik Manderscheid,healthcare,2
SRH Hochschule für Logistik und Wirtschaft,education,2
Till-Eulenspiegel-Museum Schöppenstedt,archive,2
Glassomer (Germany),company,2
Institut für Korrosions- und Schadensanalyse Dr.-Ing. Sabine Schultze,other,2
IBZ - Salzchemie (Germany),company,2
K-Implant (Germany),company,2
IFU Privates Institut für Analytik (Germany),company,2
Geisteswissenschaftliche Zentren Berlin,other,2
TECE (Germany),company,2
Hanns R. Neumann Stiftung,nonprofit,2
Universum Bremen,archive,2
Institut für Freizeitwissenschaft und Kulturarbeit,nonprofit,2
E&L Medical Systems (Germany),company,2
Dr. Ausbüttel (Germany),company,2
Ministerium der Justiz Nordrhein-Westfalen,government,2
Katholischer Akademischer Ausländer-Dienst,nonprofit,2
Kommission für Geschichte und Kultur der Deutschen in Südosteuropa,nonprofit,2
Insta (Germany),company,2
Frankfurter Stiftung für Blinde und Sehbehinderte,nonprofit,2
"Senatsverwaltung für Wirtschaft, Energie und Betriebe",government,2
Staedtler (Germany),funder,2
AED-SICAD (Germany),company,2
Agentscape (Germany),company,2
Kontron (Germany),company,2
Keramikinstitut,facility,2
Steyler Mission,nonprofit,2
Stadtmuseum Penzberg,archive,2
German Heart Research Foundation,facility,2
Deutsche Akademie für Städtebau und Landesplanung,nonprofit,2
Gretsch-Unitas (Germany),company,2
"Ministerium für Wirtschaft, Verkehr, Landwirtschaft und Weinbau",government,2
Inmatec Technologies (Germany),company,2
Lufthansa Technical Training (Germany),company,2
Fraunhofer Group for Microelectronics,facility,2
Zentrum für Therapeutisches Reiten Johannisberg e.V.,healthcare,2
Institut für Prozessoptimierung und Informationstechnologien,facility,2
Heine Optotechnik (Germany),company,2
AnaKat (Germany),company,2
Laves-Arzneimittel (Germany),company,2
German Games Industry Association,other,2
Balfour Beatty (Germany),company,2
Arbeitsgemeinschaft Dermatologische Forschung,funder,2
German Hydrogen and Fuel-Cell Association,nonprofit,2
Euro Institute for Information and Technology Transfer in Environmental Protection (Germany),company,2
Forschungsinstitut Geragogik,other,2
Holbein-Gymnasium Augsburg,education,2
Normag (Germany),company,2
DGB Bildungswerk BUND,nonprofit,2
Hoffnungsbaum,other,2
Smartrac (Germany),company,2
Studiengesellschaft für den Kombinierten Verkehr e.V.,other,2
Glasbau Hahn (Germany),funder,2
Onkovis (Germany),company,2
"Thüringer Ministerium für Bildung, Jugend und Sport",government,2
Monumenta Germaniae Historica,archive,2
InConTec (Germany),company,2
Institut für Modelle Beruflicher und Sozialer Entwicklung (Germany),company,2
Bundesverband der Selbständigen Deutscher Gewerbeverband,other,2
Morgan Advanced Materials (Germany),company,2
Forsa,facility,2
IHS Markit (Germany),company,2
Mikron (Germany),company,2
Cefak (Germany),company,2
Staatsarchiv Bremen,archive,2
OnkoDataMed (Germany),company,2
scidecode science consulting & research,nonprofit,2
CentMa (Germany),company,2
Fricke und Mallah Microwave Technology (Germany),company,2
Erich Und Gertrud Roggenbuck Stiftung,nonprofit,2
National Bernstein Network Computational Neuroscience,government,2
Alloheim (Germany),company,2
ECOVIN Bundesverband Ökologischer Weinbau,other,2
IEF-Werner (Germany),company,2
Albemarle (Germany),company,2
Brandenburg Main State Archive,archive,2
Invisio (Germany),company,2
State Government of North Rhine Westphalia,government,2
Amedrix (Germany),company,2
Walter Knoll (Germany),company,2
Theo und Friedl Schöller-Stiftung,nonprofit,2
Management Institut Bochum (Germany),company,2
Deutsche Handwerksinstitut,facility,2
Hanse Institut Oldenburg Bildung und Gesundheit,education,2
Archiv der Hansestadt Wismar,archive,1
Lapharm (Germany),company,1
Momatec (Germany),company,1
"Institut für Bioanalytik, Umwelt-Toxikologie und Biotechnologie Halle",facility,1
MedSkin Solutions (Germany),company,1
Forschungs­kuratorium Textil,government,1
Marga und Walter Boll - Stiftung,nonprofit,1
Bundesverband Sekundärrohstoffe und Entsorgung,other,1
Mobileeee (Germany),company,1
"Hessian Ministry of Economics, Energy, Transport and Housing",government,1
Storch und Beller,company,1
Saurer (Germany),company,1
Stiftung Mainzer Herz,nonprofit,1
Gesellschaft zur Förderung der Naturwissenschaftlich-Technischen Forschung,nonprofit,1
Ministerium für Verkehr Baden-Württemberg,government,1
Haselmeier (Germany),company,1
Johner Institut (Germany),company,1
Fitbase,other,1
ZS-Handling (Germany),company,1
Academy of Fine Arts Nuremberg,education,1
European Safety Management Group,company,1
Deutscher Berufsverband Rettungsdienst e.V,other,1
ROM Technik (Germany),company,1
Kunst- und Museumsbibliothek der Stadt Köln,archive,1
European rail Research Network of EXcellence,facility,1
Fujifilm (Germany),company,1
Somfy (Germany),company,1
OSI Systems (Germany),company,1
Solo Kleinmotoren (Germany),company,1
Stiftung Rheinland-Pfalz für Innovation,government,1
Prysmian Group (Germany),company,1
Fischer Group (Germany),company,1
CirComp (Germany),company,1
Fernwärme-Verbund Saar (Germany),company,1
Eckert Schools International,education,1
Entwicklungsagentur Region Heide (Germany),company,1
Berliner Institut für Sozialforschung,facility,1
Institut für Prüftechnik Gerätebau (Germany),company,1
Palucca Hochschule für Tanz Dresden,education,1
A.S.T. Group (Germany),company,1
Certmedica (Germany),company,1
Lear (Germany),company,1
Deutsche José Carreras Leukämie-Stiftung,nonprofit,1
Monika Kutzner Stiftung,facility,1
IHI Corporation (Germany),company,1
DAS Environmental Expert (Germany),company,1
Verband Deutscher Mineralbrunnen,other,1
Source BioScience (Germany),company,1
Institut für Brand- und Katastrophenschutz Heyrothsberge,education,1
Institut Dr. Flad,education,1
LogControl (Germany),company,1
Deutscher Energieholz- und Pellet-Verband,nonprofit,1
"Ministerium für Bildung, Wissenschaft, Weiterbildung und Kultur",government,1
Kompetenznetz Leukämien,other,1
Fazit-Stiftung,nonprofit,1
Institut für Entsorgung und Umwelttechnik (Germany),company,1
Humedics (Germany),company,1
BGT Bischoff Glastechnik (Germany),company,1
German Aerospace Industries Association,other,1
Stiegelmeyer (Germany),company,1
Institut für Sozialforschung und Berufliche Weiterbildung,nonprofit,1
Institut für Innovations- und Informationsmanagement,facility,1
PLANCO Consulting (Germany),company,1
Mahindra Forgings (Germany),company,1
Institut für EnergieTransformation,nonprofit,1
"Krankenhaus Lübbecke-Rahden, Universitätsklinik für Psychosomatik und Psychotherapie",healthcare,1
LVR-Institut für Landeskunde und Regionalgeschichte,facility,1
Erothitan (Germany),company,1
Deinove (Germany),company,1
NursIT Institute (Germany),company,1
Hamburgische Wissenschaftliche Stiftung,nonprofit,1
Christina Barz-Stiftung,other,1
LKSoftWare (Germany),company,1
Gewi-Institut für Gesundheitswirtschaft,nonprofit,1
GEWOS (Germany),company,1
INVADE Institut für Versorgungsforschung,nonprofit,1
Elektror Airsystems (Germany),company,1
Sächsische Binnenhäfen Oberelbe (Germany),company,1
German Coastal Engineering Research Council,government,1
EDAP TMS (Germany),company,1
Deutsche AIDS-Stiftung,nonprofit,1
Zahnärzte an der Kleinmachnower Schleuse Stahnsdorf,healthcare,1
Fachhochschule für Verwaltung des Saarlandes,education,1
Bildungsinstitut im Gesundheitswesen,other,1
Institut für Wohnungswesen Immobilienwirtschaft Stadt- und Regionalentwicklung,nonprofit,1
European Science Communication Institute,nonprofit,1
Leibniz Publik,other,1
Institut zur Modernisierung von Wirtschafts- und Beschäftigungsstrukturen,other,1
Windmoeller & Hoelscher (Germany),company,1
Herzog + Partner (Germany),company,1
Phytolutions (Germany),company,1
Museum Folkwang,archive,1
International Dragonfly Fund,nonprofit,1
Federal Foundation for the Study of Communist Dictatorship in East Germany,government,1
Felsenweg-Institut,education,1
Dermapharm (Germany),company,1
Katalyse Institut,facility,1
Cesra (Germany),company,1
Mitsubishi Corporation (Germany),company,1
Brandenburg Institute for Society and Security,nonprofit,1
Qpoint Composite (Germany),company,1
Bundesverband Museumspädagogik,nonprofit,1
Carl Zeiss Foundation,other,1
Aldebaran Marine Research and Broadcast,facility,1
LVR-Industriemuseum,archive,1
Permakultur Institut,education,1
CA DIGITAL (Germany),company,1
Maus (Germany),company,1
GründerRegio M,nonprofit,1
BDH Bundesverband Rehabilitation,nonprofit,1
CIP Chemisches Institut Pforzheim GmbH (Germany),company,1
Ypsomed (Germany),company,1
Helmholtz Alliance Imaging and Curing Environmental Metabolic Diseases,other,1
Genias Software (Germany),company,1
Precisis (Germany),company,1
Deutsche Stiftung Eierstockkrebs,other,1
Stadtarchiv Grevesmühlen,archive,1
Deutscher Berufsverband der Hals-Nasen-Ohrenärzte e. V,other,1
Allgemeiner Deutscher Fahrrad-Club,other,1
Meiko (Germany),company,1
axios Pharma (Germany),company,1
Advance Concepts for Interactive Technology (Germany),company,1
Museumsdorf Cloppenburg,archive,1
German Museum of Pharmacy,archive,1
Rut- und Klaus-Bahlsen-Stiftung,nonprofit,1
AGFW,other,1
Grassroots Arts and Research (Germany),company,1
Institute for Building Systems Engineering Dresden Research and Application,facility,1
Dr Matzat & Co (Germany),company,1
Ruhr-Forschungsinstitut für Innovations- und Strukturpolitik,nonprofit,1
Gauss Centre for Supercomputing,funder,1
Institute for Productive Learning in Europe,other,1
Bochum Observatory,facility,1
Gleason (Germany),company,1
Prosys (Germany),company,1
HERION Systemtechnik (Germany),company,1
Seratec (Germany),company,1
ZukunftsAgentur Brandenburg,other,1
Alpha Therm (Germany),company,1
Ärztliche Akademie für Psychotherapie von Kindern und Jugendlichen,nonprofit,1
Institute for Inclusive Education,nonprofit,1
Bamberg State Library,archive,1
Netzwerk der Rehabilitationsforschung in Nordrhein-Westfalen,facility,1
WH Pharmawerk (Germany),company,1
Ebert Ingenieure (Germany),company,1
Stiftung Irene,nonprofit,1
Forestadent (Germany),company,1
Batteryuniversity,facility,1
Institute for Applied Manual Therapy,other,1
Heimer Stiftung,other,1
Tp21 (Germany),company,1
JENAer Meßtechnik (Germany),company,1
